id_siniestro,id_poliza,fecha_siniestro,tipo_siniestro,coste_siniestro
4943,8764,2023-11-23,Otros,114.71
4944,6572,2023-07-06,Daños por agua,1591.7
4945,6406,2025-03-09,Accidente de tráfico,496.4
4946,1718,2023-11-10,Daños por agua,696.48
4947,11362,2024-05-17,Accidente de tráfico,1490.66
4948,10075,2025-07-05,Accidente de tráfico,1232.94
4949,2250,2024-12-28,Responsabilidad civil,1371.04
4950,13007,2025-02-08,Responsabilidad civil,1333.55
4951,14055,2024-11-07,Accidente de tráfico,906.78
4952,1231,2025-06-27,Responsabilidad civil,516.43
4953,9202,2023-11-23,Accidente de tráfico,1601.06
4954,449,2023-07-19,Accidente de tráfico,648.59
4955,12753,2023-03-25,Incendio,1693.68
4956,7516,2023-01-05,Accidente de tráfico,293.02
4957,842,2025-04-15,Accidente de tráfico,1795.08
4958,3242,2023-12-12,Otros,987.05
4959,6664,2023-10-22,Incendio,1534.4
4960,13251,2025-02-15,Accidente de tráfico,2503.11
4961,2331,2023-01-02,Robo,625.27
4962,3609,2024-04-18,Accidente de tráfico,2067.14
4963,6604,2024-01-05,Accidente de tráfico,1014.92
4964,5653,2025-09-24,Otros,443.3
4965,11075,2024-10-01,Accidente de tráfico,2491.89
4966,6971,2025-04-29,Accidente de tráfico,1059.64
4967,14980,2025-07-28,Robo,1268.15
4968,4652,2023-12-09,Responsabilidad civil,1845.69
4969,14780,2024-12-26,Accidente de tráfico,3202.37
4970,4050,2025-04-28,Accidente de tráfico,749.54
4971,8926,2024-12-26,Accidente de tráfico,1720.22
4972,12800,2023-10-21,Responsabilidad civil,2244.18
4973,8760,2022-11-04,Responsabilidad civil,1471.03
4974,5792,2023-04-29,Otros,828.76
4975,772,2025-01-11,Robo,632.82
4976,9340,2024-08-16,Accidente de tráfico,1826.56
4977,11806,2023-01-09,Responsabilidad civil,1114.01
4978,6038,2025-02-03,Robo,2775.37
4979,13132,2022-12-08,Otros,2026.73
4980,12850,2024-10-22,Accidente de tráfico,1412.57
4981,12402,2024-05-18,Robo,1759.46
4982,1255,2023-10-01,Accidente de tráfico,1324.7
4983,272,2025-04-02,Responsabilidad civil,1329.37
4984,1274,2023-10-16,Robo,1315.05
4985,156,2025-08-14,Daños por agua,270.52
4986,9091,2025-10-21,Incendio,865.78
4987,9967,2025-04-28,Accidente de tráfico,1810.63
4988,4729,2025-03-01,Daños por agua,664.9
4989,12569,2024-05-07,Daños por agua,129.78
4990,5700,2024-05-30,Accidente de tráfico,1797.8
4991,8608,2024-09-25,Robo,1142.07
4992,2721,2024-08-13,Daños por agua,1938.93
4993,3007,2022-11-07,Incendio,2546.24
4994,7637,2022-12-08,Accidente de tráfico,284.28
4995,14329,2025-10-22,Otros,2639.37
4996,8907,2023-11-20,Accidente de tráfico,1639.54
4997,1231,2023-08-02,Incendio,761.98
4998,2125,2024-11-07,Accidente de tráfico,1218.08
4999,174,2022-12-25,Incendio,1547.09
5000,7122,2025-04-28,Robo,246.11
5001,2666,2025-01-01,Otros,2560.4
5002,718,2023-11-01,Responsabilidad civil,1353.16
5003,12916,2025-05-17,Responsabilidad civil,511.01
5004,9057,2024-07-24,Robo,531.25
5005,13177,2024-03-29,Robo,418.34
5006,10288,2024-01-21,Accidente de tráfico,1194.31
5007,11546,2025-01-18,Accidente de tráfico,1298.85
5008,1284,2025-06-27,Accidente de tráfico,337.33
5009,5175,2025-04-20,Accidente de tráfico,1036.14
5010,14984,2024-02-02,Incendio,88.04
5011,1671,2025-07-02,Robo,788.49
5012,11799,2023-08-27,Accidente de tráfico,659.5
5013,12638,2025-09-18,Daños por agua,1366.13
5014,8874,2023-09-25,Responsabilidad civil,1891.87
5015,496,2024-12-31,Accidente de tráfico,42.99
5016,12198,2025-07-23,Responsabilidad civil,1564.05
5017,4109,2022-11-06,Otros,2089.26
5018,2994,2024-05-17,Otros,1630.92
5019,12660,2023-09-27,Responsabilidad civil,1207.4
5020,3045,2024-07-24,Robo,2169.13
5021,11182,2023-10-19,Robo,576.14
5022,11571,2023-11-20,Incendio,972.06
5023,7577,2024-09-13,Robo,255.83
5024,2769,2025-06-30,Incendio,2400.09
5025,13899,2023-02-25,Otros,1847.02
5026,7893,2025-09-28,Accidente de tráfico,787.68
5027,4225,2024-06-17,Incendio,542.39
5028,11741,2024-12-02,Daños por agua,542.26
5029,6473,2024-12-14,Robo,2248.9
5030,2228,2022-12-27,Accidente de tráfico,337.96
5031,5540,2023-11-29,Accidente de tráfico,885.13
5032,5550,2024-09-13,Daños por agua,1892.18
5033,5458,2025-08-02,Incendio,3260.06
5034,2213,2025-08-23,Incendio,1363.04
5035,7514,2025-03-03,Accidente de tráfico,1298.13
5036,14362,2023-01-29,Incendio,1136.91
5037,8914,2024-04-12,Responsabilidad civil,225.88
5038,9123,2025-06-29,Incendio,2185.63
5039,1203,2025-09-23,Accidente de tráfico,399.84
5040,3907,2025-10-20,Responsabilidad civil,1016.16
5041,9588,2024-02-18,Daños por agua,1042.44
5042,8928,2023-11-17,Accidente de tráfico,1440.79
5043,4620,2024-04-17,Robo,81.5
5044,5161,2023-05-16,Robo,2021.77
5045,592,2025-04-21,Accidente de tráfico,343.95
5046,14839,2023-07-18,Accidente de tráfico,1223.49
5047,8746,2024-05-22,Accidente de tráfico,1921.51
5048,7032,2025-01-01,Accidente de tráfico,1880.99
5049,10807,2023-08-10,Robo,1436.95
5050,10800,2023-12-06,Accidente de tráfico,1155.61
5051,12599,2025-04-13,Accidente de tráfico,1152.52
5052,11990,2023-04-10,Responsabilidad civil,73.4
5053,1667,2024-01-13,Responsabilidad civil,1156.79
5054,540,2025-02-19,Otros,1071.74
5055,8131,2022-11-04,Robo,1563.5
5056,7124,2025-03-10,Robo,2229.34
5057,2100,2024-09-20,Accidente de tráfico,2143.14
5058,10706,2023-12-01,Daños por agua,1621.26
5059,6066,2024-03-14,Responsabilidad civil,133.65
5060,14086,2025-03-31,Robo,1767.86
5061,13294,2023-07-20,Accidente de tráfico,1001.59
5062,14046,2023-03-24,Responsabilidad civil,244.53
5063,12976,2025-08-01,Responsabilidad civil,814.66
5064,11486,2024-12-20,Accidente de tráfico,3034.12
5065,932,2025-04-02,Accidente de tráfico,1025.97
5066,6896,2023-09-04,Daños por agua,2228.09
5067,13276,2023-03-25,Accidente de tráfico,1552.46
5068,3579,2022-12-25,Robo,1636.7
5069,6955,2024-04-15,Daños por agua,414.1
5070,10420,2025-01-11,Accidente de tráfico,263.82
5071,5798,2024-11-09,Incendio,1419.91
5072,8424,2024-06-20,Responsabilidad civil,1180.89
5073,6791,2025-01-10,Robo,1291.92
5074,11684,2024-07-07,Accidente de tráfico,1662.18
5075,6945,2025-05-16,Responsabilidad civil,1612.86
5076,4324,2023-11-28,Accidente de tráfico,1320.07
5077,10734,2024-06-06,Daños por agua,1173.1
5078,12496,2023-02-03,Otros,772.88
5079,12868,2025-02-25,Incendio,777.59
5080,13816,2024-01-02,Robo,2180.7
5081,3615,2023-03-02,Robo,1537.39
5082,12568,2024-06-12,Incendio,2252.95
5083,7005,2024-03-08,Accidente de tráfico,1234.14
5084,6866,2024-12-06,Otros,2432.11
5085,12863,2023-01-30,Daños por agua,2547.9
5086,6049,2023-12-03,Robo,1396.75
5087,734,2023-04-04,Daños por agua,1233.68
5088,1712,2025-08-18,Otros,838.59
5089,1031,2024-12-08,Accidente de tráfico,958.97
5090,18,2025-02-27,Incendio,944.03
5091,3484,2025-09-08,Accidente de tráfico,1186.85
5092,5162,2024-09-27,Responsabilidad civil,1877.29
5093,5867,2024-02-21,Accidente de tráfico,911.94
5094,1608,2025-08-31,Accidente de tráfico,1328.35
5095,11029,2023-04-26,Daños por agua,1666.54
5096,7946,2022-12-10,Accidente de tráfico,2293.42
5097,1646,2024-03-15,Robo,594.72
5098,9306,2024-07-09,Robo,1043.22
5099,3612,2024-07-25,Daños por agua,656.37
5100,12939,2023-08-22,Accidente de tráfico,597.23
5101,5333,2023-05-14,Accidente de tráfico,1246.06
5102,6007,2024-07-25,Daños por agua,523.84
5103,10182,2023-07-28,Accidente de tráfico,1457.67
5104,9928,2023-12-28,Responsabilidad civil,1152.63
5105,7660,2024-08-11,Robo,471.15
5106,7087,2023-09-28,Accidente de tráfico,1816.67
5107,738,2022-12-13,Otros,1569.51
5108,13311,2023-07-31,Accidente de tráfico,612.39
5109,5522,2024-04-05,Accidente de tráfico,1431.15
5110,8398,2025-09-20,Daños por agua,37.31
5111,7811,2025-07-12,Otros,1376.83
5112,9828,2024-11-28,Robo,1897.86
5113,2590,2025-02-14,Responsabilidad civil,589.63
5114,10644,2024-07-29,Daños por agua,1660.14
5115,14324,2024-03-31,Incendio,674.9
5116,1872,2023-10-21,Robo,1474.56
5117,3137,2024-03-28,Daños por agua,136.57
5118,6406,2024-11-09,Robo,2125.53
5119,907,2025-02-27,Accidente de tráfico,553.96
5120,12904,2024-06-11,Accidente de tráfico,312.33
5121,13305,2024-08-06,Responsabilidad civil,747.15
5122,14226,2024-06-23,Incendio,263.78
5123,10215,2024-10-08,Otros,1294.7
5124,14041,2023-09-21,Accidente de tráfico,439.8
5125,9720,2024-08-17,Otros,1067.08
5126,14128,2022-12-07,Accidente de tráfico,510.8
5127,7340,2023-09-30,Robo,1374.34
5128,4343,2023-06-07,Robo,1223.23
5129,1384,2023-03-23,Accidente de tráfico,1225.63
5130,5170,2023-04-15,Accidente de tráfico,724.01
5131,5677,2025-07-12,Accidente de tráfico,1842.0
5132,8725,2025-09-09,Accidente de tráfico,441.89
5133,5860,2023-07-10,Daños por agua,713.1
5134,7224,2023-12-29,Accidente de tráfico,2217.07
5135,6051,2024-03-07,Accidente de tráfico,830.26
5136,10674,2025-03-15,Accidente de tráfico,988.17
5137,2040,2024-08-22,Daños por agua,358.41
5138,3128,2023-03-01,Accidente de tráfico,428.38
5139,7515,2024-05-03,Accidente de tráfico,461.92
5140,8744,2023-12-25,Responsabilidad civil,980.27
5141,10906,2024-11-12,Responsabilidad civil,2001.61
5142,10676,2025-05-31,Incendio,422.43
5143,13965,2025-04-09,Accidente de tráfico,1013.02
5144,14602,2024-12-20,Otros,2591.53
5145,3155,2024-01-31,Robo,1131.37
5146,9377,2023-12-11,Incendio,658.34
5147,335,2025-09-29,Robo,2056.22
5148,5685,2023-03-31,Responsabilidad civil,329.84
5149,3223,2025-02-17,Accidente de tráfico,877.74
5150,12661,2025-09-12,Incendio,1015.35
5151,14881,2024-04-17,Accidente de tráfico,848.29
5152,8961,2023-02-05,Otros,301.08
5153,7714,2025-05-11,Accidente de tráfico,279.91
5154,14755,2025-05-05,Accidente de tráfico,1553.93
5155,11214,2024-07-24,Accidente de tráfico,1349.36
5156,985,2024-12-29,Robo,956.46
5157,5106,2023-09-06,Accidente de tráfico,1548.81
5158,11535,2025-10-01,Otros,1779.63
5159,8789,2023-06-28,Otros,1718.8
5160,13909,2024-11-09,Incendio,1785.0
5161,14978,2024-08-05,Responsabilidad civil,1453.42
5162,11459,2023-06-01,Daños por agua,1273.37
5163,9858,2025-01-30,Robo,1780.94
5164,1529,2025-04-26,Otros,2102.44
5165,1827,2025-07-01,Daños por agua,1381.52
5166,14183,2023-01-23,Daños por agua,1487.65
5167,14385,2024-12-26,Accidente de tráfico,861.34
5168,4629,2023-06-05,Daños por agua,973.05
5169,11250,2023-09-30,Otros,1910.9
5170,9324,2024-11-16,Daños por agua,779.66
5171,524,2023-04-13,Accidente de tráfico,2566.5
5172,11172,2022-12-06,Incendio,1286.92
5173,7107,2024-05-27,Accidente de tráfico,1983.84
5174,10472,2025-05-01,Robo,1174.6
5175,14356,2024-08-05,Daños por agua,184.18
5176,3806,2022-11-11,Accidente de tráfico,950.5
5177,12068,2023-07-07,Robo,1086.55
5178,13436,2023-08-27,Daños por agua,1640.5
5179,12618,2023-10-10,Incendio,2191.62
5180,1629,2025-10-01,Otros,86.53
5181,14273,2025-05-25,Robo,677.7
5182,7861,2024-12-24,Robo,469.28
5183,6856,2022-11-25,Otros,1717.84
5184,1850,2023-12-28,Incendio,1834.78
5185,8697,2024-09-16,Accidente de tráfico,1659.77
5186,9041,2023-11-10,Accidente de tráfico,446.35
5187,2995,2023-06-18,Accidente de tráfico,782.44
5188,14244,2024-11-25,Robo,777.02
5189,6539,2023-08-06,Responsabilidad civil,902.19
5190,1563,2023-05-13,Accidente de tráfico,2212.32
5191,12730,2023-12-22,Accidente de tráfico,338.68
5192,5027,2023-08-16,Accidente de tráfico,2200.56
5193,2602,2025-10-14,Responsabilidad civil,1540.25
5194,1620,2024-11-23,Robo,217.14
5195,13891,2024-02-27,Robo,1685.18
5196,5392,2025-02-10,Accidente de tráfico,2403.36
5197,5866,2023-03-26,Responsabilidad civil,2004.0
5198,14939,2023-04-02,Incendio,1.73
5199,6166,2024-08-16,Daños por agua,938.74
5200,12958,2023-05-21,Robo,701.8
5201,10644,2024-04-11,Robo,2.42
5202,12691,2025-04-02,Robo,743.02
5203,8180,2024-06-22,Responsabilidad civil,910.05
5204,10279,2025-06-05,Daños por agua,418.72
5205,12487,2024-09-17,Accidente de tráfico,958.65
5206,1514,2023-02-02,Robo,1430.37
5207,9928,2024-12-15,Otros,429.66
5208,6029,2024-05-19,Accidente de tráfico,414.92
5209,11077,2023-02-11,Otros,1093.03
5210,14792,2023-04-27,Otros,845.15
5211,10338,2023-12-15,Accidente de tráfico,25.26
5212,1371,2025-08-30,Otros,967.91
5213,7561,2024-09-10,Robo,1232.1
5214,10947,2024-09-09,Accidente de tráfico,1202.46
5215,6260,2024-10-17,Robo,2300.16
5216,5178,2023-04-28,Robo,559.63
5217,7899,2024-06-12,Accidente de tráfico,1841.89
5218,14756,2023-09-04,Accidente de tráfico,1568.43
5219,4108,2023-04-23,Daños por agua,928.5
5220,9658,2025-09-27,Incendio,7.78
5221,10641,2024-02-27,Accidente de tráfico,1652.97
5222,6861,2025-06-07,Robo,36.38
5223,2547,2023-08-29,Responsabilidad civil,2837.21
5224,9447,2025-01-15,Incendio,2360.04
5225,1527,2023-01-11,Accidente de tráfico,980.81
5226,2225,2025-05-04,Accidente de tráfico,595.19
5227,10928,2024-07-09,Otros,2391.23
5228,11831,2023-06-03,Robo,990.42
5229,6467,2025-07-31,Responsabilidad civil,487.23
5230,3269,2024-10-15,Accidente de tráfico,1369.31
5231,12699,2024-12-27,Daños por agua,1490.33
5232,3679,2024-06-28,Incendio,546.55
5233,9455,2023-04-15,Incendio,1178.93
5234,2307,2023-03-19,Robo,1370.18
5235,11792,2025-01-07,Robo,3030.25
5236,2394,2025-04-03,Accidente de tráfico,1151.32
5237,1185,2023-02-03,Accidente de tráfico,1199.57
5238,14605,2025-03-22,Responsabilidad civil,764.53
5239,14328,2023-07-07,Incendio,1450.29
5240,13242,2025-03-10,Otros,1104.24
5241,11413,2023-10-18,Incendio,1135.17
5242,3631,2025-09-25,Otros,2133.64
5243,14661,2024-01-03,Accidente de tráfico,1073.64
5244,8667,2025-09-21,Accidente de tráfico,1223.38
5245,5916,2023-12-16,Daños por agua,1190.79
5246,1890,2022-12-20,Accidente de tráfico,758.96
5247,8391,2023-05-15,Accidente de tráfico,1677.09
5248,13200,2024-08-28,Incendio,1159.59
5249,10200,2025-07-16,Otros,1969.76
5250,11338,2023-01-03,Daños por agua,770.74
5251,9504,2025-08-27,Robo,1762.0
5252,11141,2024-12-29,Accidente de tráfico,428.41
5253,5780,2023-10-09,Daños por agua,282.87
5254,13147,2024-03-25,Accidente de tráfico,122.27
5255,2251,2025-08-17,Robo,1882.49
5256,8039,2025-03-05,Incendio,1898.8
5257,7964,2025-02-13,Incendio,443.72
5258,5961,2025-03-23,Daños por agua,246.97
5259,9773,2024-10-15,Daños por agua,1284.22
5260,10252,2024-01-06,Incendio,940.76
5261,8013,2025-07-06,Responsabilidad civil,747.76
5262,13446,2025-07-15,Daños por agua,24.16
5263,11591,2023-09-19,Otros,2374.76
5264,10377,2024-05-29,Responsabilidad civil,126.32
5265,3638,2025-07-23,Otros,1163.87
5266,2205,2024-02-11,Accidente de tráfico,1729.09
5267,3600,2023-01-27,Responsabilidad civil,507.81
5268,13768,2024-12-23,Otros,1704.45
5269,5845,2024-02-26,Accidente de tráfico,1013.96
5270,5046,2025-02-23,Responsabilidad civil,1266.8
5271,10925,2024-01-18,Accidente de tráfico,1127.1
5272,12894,2023-06-29,Incendio,1681.4
5273,8557,2022-10-27,Accidente de tráfico,1080.56
5274,9885,2024-02-02,Daños por agua,345.2
5275,8997,2025-05-31,Responsabilidad civil,2013.68
5276,14757,2024-05-09,Daños por agua,261.66
5277,8929,2025-06-27,Otros,1410.15
5278,9779,2023-11-18,Responsabilidad civil,1350.17
5279,6850,2025-06-09,Otros,1987.37
5280,11843,2023-07-30,Accidente de tráfico,736.16
5281,11210,2024-12-15,Incendio,1752.54
5282,5262,2024-12-02,Daños por agua,1431.81
5283,670,2024-06-19,Accidente de tráfico,1537.76
5284,7059,2024-10-20,Responsabilidad civil,1355.77
5285,4440,2025-08-30,Accidente de tráfico,1142.88
5286,13763,2024-04-03,Otros,1099.51
5287,8325,2024-08-28,Incendio,400.44
5288,12839,2024-09-24,Otros,1881.7
5289,8726,2024-02-27,Accidente de tráfico,1754.34
5290,11947,2023-10-13,Daños por agua,147.64
5291,7416,2025-01-10,Accidente de tráfico,687.77
5292,6774,2024-07-21,Daños por agua,1044.23
5293,8214,2024-07-21,Otros,476.14
5294,3476,2025-03-13,Robo,2925.25
5295,1278,2025-01-05,Robo,1002.45
5296,386,2023-02-20,Responsabilidad civil,87.62
5297,11636,2024-02-21,Accidente de tráfico,1021.31
5298,2419,2024-04-09,Accidente de tráfico,1110.63
5299,11110,2025-07-23,Accidente de tráfico,350.54
5300,4284,2023-09-20,Daños por agua,1125.99
5301,9274,2025-05-01,Accidente de tráfico,269.72
5302,5199,2023-05-15,Daños por agua,1173.09
5303,5663,2025-09-03,Robo,954.75
5304,10814,2024-02-13,Accidente de tráfico,778.52
5305,9444,2023-03-09,Accidente de tráfico,991.46
5306,3955,2023-08-31,Incendio,29.62
5307,2106,2023-09-05,Responsabilidad civil,1567.67
5308,8078,2024-11-21,Accidente de tráfico,1159.57
5309,5634,2023-09-06,Robo,1859.29
5310,3763,2023-08-13,Accidente de tráfico,707.82
5311,12520,2023-07-21,Robo,1701.44
5312,13971,2024-06-30,Daños por agua,1170.56
5313,6143,2025-08-13,Accidente de tráfico,760.13
5314,8972,2024-02-07,Daños por agua,276.24
5315,11199,2023-01-13,Responsabilidad civil,1611.62
5316,536,2025-01-10,Daños por agua,375.44
5317,6091,2023-03-24,Daños por agua,1835.22
5318,13822,2025-05-15,Daños por agua,1410.71
5319,7531,2025-07-08,Accidente de tráfico,950.54
5320,9070,2024-02-01,Responsabilidad civil,843.95
5321,3789,2024-02-18,Robo,883.2
5322,11926,2024-01-13,Responsabilidad civil,1208.67
5323,8525,2025-03-16,Otros,985.97
5324,4616,2025-03-29,Accidente de tráfico,676.82
5325,14596,2023-01-26,Accidente de tráfico,1304.03
5326,6830,2023-06-08,Daños por agua,1776.61
5327,2273,2022-12-01,Robo,1228.43
5328,7327,2025-01-11,Accidente de tráfico,1485.76
5329,5004,2024-01-28,Robo,1113.15
5330,11812,2023-05-31,Daños por agua,1032.67
5331,3374,2024-10-20,Accidente de tráfico,1528.68
5332,7859,2023-10-22,Otros,1268.7
5333,14188,2024-04-30,Accidente de tráfico,1641.19
5334,11751,2025-05-29,Accidente de tráfico,437.07
5335,11519,2025-04-15,Otros,1687.03
5336,14586,2023-04-12,Accidente de tráfico,1907.05
5337,7824,2025-03-31,Otros,802.58
5338,8536,2023-05-11,Robo,1001.08
5339,5026,2023-03-18,Robo,330.66
5340,11466,2024-02-27,Daños por agua,1853.51
5341,14580,2024-11-03,Robo,282.95
5342,14635,2025-08-27,Accidente de tráfico,1031.46
5343,14034,2024-12-20,Accidente de tráfico,1185.42
5344,14051,2024-08-19,Responsabilidad civil,466.17
5345,5985,2023-11-28,Robo,1037.85
5346,1642,2025-10-23,Accidente de tráfico,1406.89
5347,8610,2023-12-27,Accidente de tráfico,673.31
5348,13698,2025-01-26,Robo,1269.15
5349,5267,2023-07-05,Responsabilidad civil,2077.12
5350,242,2025-03-18,Accidente de tráfico,1193.75
5351,8893,2024-08-27,Robo,1658.27
5352,12772,2023-02-25,Accidente de tráfico,1852.3
5353,7120,2023-07-12,Robo,1047.03
5354,3271,2022-11-13,Incendio,2386.33
5355,4,2024-02-23,Robo,747.48
5356,13044,2023-06-12,Daños por agua,2440.37
5357,14222,2025-09-07,Otros,1791.19
5358,851,2024-12-26,Otros,1421.82
5359,6112,2024-09-18,Responsabilidad civil,1124.27
5360,11686,2022-12-06,Otros,545.13
5361,9589,2022-12-19,Accidente de tráfico,867.95
5362,6288,2023-04-29,Accidente de tráfico,1171.28
5363,2968,2025-04-05,Robo,2898.73
5364,2171,2023-01-07,Accidente de tráfico,671.07
5365,5188,2024-06-01,Otros,2640.51
5366,8084,2023-06-27,Accidente de tráfico,219.41
5367,79,2024-01-12,Accidente de tráfico,2280.1
5368,365,2024-08-17,Incendio,1861.97
5369,5738,2024-05-25,Otros,2231.67
5370,12638,2023-06-18,Otros,1798.98
5371,4234,2023-02-04,Robo,2141.42
5372,5041,2025-06-27,Accidente de tráfico,2429.51
5373,6837,2025-08-21,Otros,631.81
5374,1978,2023-05-08,Daños por agua,286.51
5375,12470,2023-06-17,Accidente de tráfico,147.45
5376,970,2024-04-24,Accidente de tráfico,928.18
5377,9175,2024-07-15,Incendio,1767.26
5378,8209,2023-06-20,Daños por agua,1348.05
5379,12792,2023-11-21,Responsabilidad civil,534.97
5380,6084,2024-01-19,Robo,1303.25
5381,6738,2023-09-30,Daños por agua,509.2
5382,10588,2024-10-10,Robo,1996.66
5383,12687,2024-07-30,Responsabilidad civil,1267.89
5384,11349,2023-06-20,Daños por agua,1079.43
5385,10101,2025-05-28,Accidente de tráfico,1748.39
5386,5221,2023-06-24,Accidente de tráfico,1010.13
5387,12858,2022-12-23,Daños por agua,1342.14
5388,13637,2024-08-13,Daños por agua,1739.01
5389,3545,2024-08-05,Daños por agua,3130.63
5390,11188,2024-04-21,Accidente de tráfico,1248.41
5391,5997,2023-12-03,Accidente de tráfico,1628.73
5392,1248,2024-05-17,Accidente de tráfico,718.84
5393,14622,2024-07-29,Accidente de tráfico,1031.17
5394,1092,2025-07-19,Accidente de tráfico,1510.42
5395,1722,2025-07-11,Otros,997.78
5396,7237,2024-08-08,Responsabilidad civil,532.51
5397,2108,2024-12-02,Daños por agua,1250.22
5398,7591,2023-01-16,Incendio,860.76
5399,10523,2023-08-15,Accidente de tráfico,2373.03
5400,5998,2024-09-08,Incendio,657.73
5401,176,2023-01-07,Daños por agua,1980.4
5402,5976,2024-09-07,Robo,1021.84
5403,4480,2023-01-06,Accidente de tráfico,2001.72
5404,11721,2023-02-06,Otros,1942.39
5405,8496,2023-01-12,Accidente de tráfico,1422.24
5406,3641,2025-03-22,Accidente de tráfico,3099.82
5407,7510,2024-05-29,Accidente de tráfico,1006.18
5408,5604,2024-05-14,Accidente de tráfico,807.25
5409,3319,2024-11-14,Accidente de tráfico,1643.21
5410,8328,2024-04-25,Robo,952.49
5411,4638,2023-10-22,Robo,762.6
5412,7302,2024-12-21,Accidente de tráfico,1545.49
5413,14034,2025-01-22,Robo,94.73
5414,13004,2023-05-13,Daños por agua,557.62
5415,13971,2024-04-09,Responsabilidad civil,1933.46
5416,4609,2025-10-17,Accidente de tráfico,1284.96
5417,363,2024-09-27,Robo,1386.53
5418,14230,2025-03-06,Daños por agua,1581.24
5419,11117,2023-11-24,Incendio,1113.25
5420,3424,2025-09-27,Robo,179.02
5421,9516,2023-09-09,Responsabilidad civil,869.55
5422,6031,2024-10-06,Robo,508.38
5423,14032,2023-03-18,Robo,833.03
5424,6937,2023-04-02,Accidente de tráfico,1755.79
5425,7935,2024-11-01,Robo,1556.6
5426,2351,2025-07-26,Robo,2392.94
5427,5554,2023-02-13,Accidente de tráfico,1826.99
5428,3441,2025-09-09,Otros,2291.93
5429,8641,2025-09-28,Daños por agua,415.73
5430,4204,2025-03-07,Incendio,1555.71
5431,14714,2024-04-21,Daños por agua,1183.85
5432,2011,2025-10-11,Accidente de tráfico,1350.87
5433,7137,2025-07-19,Otros,1527.61
5434,6097,2024-07-12,Responsabilidad civil,2097.08
5435,7435,2025-06-10,Incendio,1146.95
5436,5673,2023-04-09,Incendio,650.93
5437,4562,2025-09-27,Accidente de tráfico,1290.22
5438,13882,2023-01-30,Accidente de tráfico,1264.71
5439,9407,2024-10-27,Otros,3229.48
5440,13341,2025-02-19,Accidente de tráfico,880.53
5441,3883,2023-02-27,Daños por agua,1285.03
5442,10078,2024-12-11,Accidente de tráfico,947.9
5443,7117,2025-03-13,Robo,944.68
5444,11542,2024-11-20,Robo,1147.96
5445,2082,2024-03-19,Accidente de tráfico,2602.42
5446,10909,2024-12-17,Accidente de tráfico,1319.3
5447,10447,2023-03-11,Robo,665.85
5448,14126,2024-05-05,Daños por agua,1053.56
5449,3124,2025-02-25,Otros,600.69
5450,14685,2025-04-27,Robo,2023.76
5451,7565,2023-04-28,Accidente de tráfico,190.56
5452,2954,2025-01-22,Accidente de tráfico,1452.63
5453,2112,2025-06-30,Daños por agua,479.09
5454,2214,2024-08-21,Responsabilidad civil,2185.86
5455,14475,2023-05-28,Otros,2003.26
5456,12873,2023-10-26,Accidente de tráfico,605.88
5457,1499,2025-05-17,Incendio,1676.86
5458,4597,2023-09-09,Robo,2553.22
5459,7574,2024-10-18,Incendio,1074.51
5460,3202,2025-01-07,Otros,1450.89
5461,4072,2023-12-14,Daños por agua,2389.48
5462,12863,2023-01-21,Incendio,562.35
5463,54,2024-12-15,Robo,1674.34
5464,1142,2025-07-27,Accidente de tráfico,1192.56
5465,10937,2024-10-13,Accidente de tráfico,1048.84
5466,12841,2023-02-07,Accidente de tráfico,1131.4
5467,3396,2025-04-05,Robo,123.46
5468,10257,2024-05-12,Accidente de tráfico,857.89
5469,59,2024-11-03,Incendio,605.39
5470,11928,2023-02-24,Accidente de tráfico,2269.29
5471,2219,2024-04-12,Otros,1741.63
5472,1171,2024-07-10,Accidente de tráfico,43.32
5473,5332,2023-07-26,Accidente de tráfico,197.31
5474,14857,2023-04-07,Daños por agua,40.9
5475,10614,2022-11-08,Accidente de tráfico,616.53
5476,10249,2023-01-08,Otros,961.59
5477,5985,2022-11-22,Daños por agua,2536.73
5478,5256,2023-11-30,Responsabilidad civil,375.83
5479,10922,2024-11-19,Robo,658.35
5480,12709,2023-02-10,Accidente de tráfico,30.97
5481,14719,2025-03-30,Daños por agua,78.59
5482,3041,2024-01-20,Otros,874.3
5483,11052,2023-01-02,Otros,1404.21
5484,10075,2024-08-29,Accidente de tráfico,621.03
5485,11012,2025-08-08,Accidente de tráfico,537.74
5486,1850,2024-03-18,Responsabilidad civil,2235.76
5487,10969,2024-08-28,Accidente de tráfico,2310.75
5488,12368,2025-01-03,Robo,1741.29
5489,8136,2024-04-03,Accidente de tráfico,2488.83
5490,6264,2025-05-01,Daños por agua,727.79
5491,8758,2022-12-23,Daños por agua,1127.35
5492,13523,2023-01-18,Responsabilidad civil,440.91
5493,11973,2023-08-21,Accidente de tráfico,97.93
5494,710,2024-09-14,Daños por agua,266.0
5495,12274,2022-10-31,Robo,378.86
5496,12841,2025-02-12,Accidente de tráfico,325.87
5497,9365,2024-08-02,Daños por agua,851.82
5498,9656,2023-01-31,Accidente de tráfico,1736.96
5499,1238,2024-02-07,Responsabilidad civil,1139.21
5500,10459,2024-08-12,Accidente de tráfico,2529.76
5501,1789,2023-09-08,Incendio,1203.17
5502,8519,2025-04-27,Incendio,2470.57
5503,7224,2023-03-01,Robo,816.11
