ID_poliza,ID_cliente,Tipo_seguro,Estado,Prima_anual,fecha_inicio,fecha_fin
4446,4442,Auto,Pendiente,1164.59,2024-09-01,2025-06-29
4447,11274,Hogar,Pendiente,-1436.09,2025-04-27,2026-02-24
4448,7577,Auto,Activa,-1261.27,2023-08-01,2024-07-02
4449,1715,Salud,Activa,-1161.78,2023-11-17,2024-10-24
4450,8414,Vida,Activa,1409.08,2022-01-05,2023-01-11
4451,2628,Auto,Cancelada,-590.54,2024-08-17,2025-04-17
4452,7075,Vida,Expirada,-756.12,2023-02-07,2023-10-08
4453,619,Hogar,Cancelada,-60.26,2025-06-15,2026-02-01
4454,11514,Auto,Activa,219.3,2022-12-30,2024-01-19
4455,10565,Auto,Pendiente,-1852.83,2025-02-25,2026-03-21
4456,2116,Vida,Cancelada,-1209.94,2023-09-16,2024-04-19
4457,4861,Salud,Pendiente,-590.05,2023-11-05,2024-11-26
4458,851,Vida,Cancelada,189.45,2023-11-11,2024-12-09
4459,11932,Auto,Activa,-948.54,2025-09-18,2026-07-25
4460,4439,Vida,Activa,164.04,2025-04-28,2026-05-13
4461,9464,Hogar,Activa,591.55,2022-04-15,2023-05-09
4462,2370,Hogar,Activa,-2257.09,2022-12-21,2023-08-24
4463,2780,Auto,Pendiente,-717.35,2021-12-16,2022-12-16
4464,1002,Auto,Activa,-210.76,2023-04-30,2024-01-13
4465,7179,Auto,Pendiente,-348.73,2025-03-28,2026-03-23
4466,1135,Hogar,Activa,-515.85,2023-09-24,2024-06-13
4467,4958,Vida,Activa,827.23,2025-05-31,2026-01-12
4468,598,Auto,Expirada,455.94,2025-06-02,2026-01-02
4469,4221,Auto,Activa,367.6,2023-10-22,2024-11-20
4470,465,Auto,Pendiente,-792.02,2022-01-19,2023-01-11
4471,7398,Hogar,Activa,831.2,2022-05-22,2023-02-26
4472,8548,Salud,Activa,1614.75,2023-05-15,2024-01-10
4473,11222,Salud,Activa,-1271.98,2025-01-01,2025-09-24
4474,9677,Salud,Activa,-1037.94,2021-11-22,2022-08-06
4475,8282,Salud,Activa,430.66,2024-10-12,2025-08-05
4476,6505,Hogar,Activa,-604.98,2022-03-06,2022-12-23
4477,9653,Auto,Pendiente,320.3,2023-05-07,2024-03-09
4478,1509,Vida,Pendiente,685.04,2023-05-20,2024-04-04
4479,4825,Vida,Activa,159.21,2023-01-06,2023-08-09
4480,10323,Auto,Cancelada,-995.52,2022-11-26,2023-09-10
4481,629,Auto,Activa,1990.15,2024-06-10,2025-01-06
4482,8081,Auto,Pendiente,-578.4,2023-01-06,2024-02-04
4483,8282,Hogar,Activa,1402.72,2021-12-19,2022-11-05
4484,487,Auto,Cancelada,-67.66,2024-07-15,2025-06-27
4485,1656,Salud,Activa,1589.65,2025-05-07,2026-04-20
4486,1965,Auto,Expirada,-416.44,2025-02-24,2025-10-30
4487,7176,Auto,Pendiente,886.18,2024-06-15,2025-04-18
4488,11774,Salud,Activa,1079.82,2024-10-03,2025-09-10
4489,5184,Viaje,Activa,-395.33,2024-06-18,2025-03-16
4490,10234,Vida,Activa,909.74,2025-07-20,2026-06-07
4491,9100,Salud,Expirada,-197.7,2024-02-08,2025-02-08
4492,8561,Auto,Activa,287.04,2023-03-07,2024-03-21
4493,4346,Vida,Activa,-1092.5,2023-10-06,2024-09-15
4494,1562,Hogar,Pendiente,-707.08,2025-04-08,2026-01-04
4495,4624,Vida,Pendiente,948.35,2023-03-11,2024-02-11
4496,9840,Hogar,Cancelada,335.27,2022-05-18,2023-05-20
4497,11324,Hogar,Activa,977.13,2023-05-23,2024-04-04
4498,9770,Auto,Activa,169.13,2023-06-21,2024-07-08
4499,9105,Hogar,Pendiente,312.71,2024-06-29,2025-07-20
4500,8517,Auto,Activa,694.61,2022-09-26,2023-09-07
4501,9092,Auto,Pendiente,-1430.55,2023-11-26,2024-08-02
4502,2113,Auto,Activa,105.41,2022-11-30,2023-09-17
4503,2323,Auto,Activa,127.71,2025-09-02,2026-08-14
4504,8346,Auto,Activa,141.03,2022-12-13,2023-07-31
4505,8740,Salud,Expirada,1340.54,2024-12-27,2025-08-31
4506,6638,Hogar,Pendiente,-1119.47,2024-02-25,2025-03-01
4507,8500,Hogar,Activa,-768.58,2022-12-17,2023-12-05
4508,4225,Hogar,Activa,345.91,2023-05-02,2024-04-21
4509,849,Auto,Activa,145.15,2023-03-31,2024-01-19
4510,8292,Auto,Activa,1396.26,2024-12-05,2025-12-25
4511,7974,Auto,Activa,316.85,2023-04-01,2023-10-29
4512,11100,Vida,Activa,1368.64,2024-10-31,2025-07-19
4513,2816,Auto,Pendiente,8.82,2024-08-29,2025-06-26
4514,2733,Auto,Pendiente,-1101.77,2024-08-06,2025-03-08
4515,11414,Salud,Activa,-210.97,2023-10-30,2024-09-24
4516,9508,Vida,Activa,535.61,2023-06-23,2024-07-08
4517,11986,Auto,Activa,-119.03,2025-05-11,2026-04-11
4518,8304,Hogar,Activa,-873.94,2025-01-06,2025-07-26
4519,4484,Hogar,Activa,697.52,2024-09-04,2025-07-18
4520,180,Auto,Activa,1004.11,2023-07-23,2024-02-10
4521,7503,Hogar,Activa,584.0,2022-09-17,2023-05-04
4522,7647,Auto,Activa,-452.38,2022-11-04,2023-06-27
4523,10974,Viaje,Activa,-773.71,2025-05-03,2026-02-11
4524,3342,Auto,Activa,725.77,2023-04-03,2024-03-30
4525,9775,Auto,Activa,-606.65,2024-09-30,2025-06-30
4526,4693,Auto,Activa,869.64,2022-12-20,2023-12-26
4527,11601,Auto,Expirada,-1642.73,2022-08-06,2023-06-30
4528,3699,Auto,Cancelada,-248.34,2021-10-30,2022-05-18
4529,3523,Auto,Activa,-1739.0,2024-10-29,2025-06-17
4530,8468,Hogar,Cancelada,-352.73,2025-08-30,2026-09-01
4531,5150,Auto,Activa,1192.78,2023-03-27,2024-03-05
4532,566,Viaje,Activa,675.62,2021-12-04,2022-11-02
4533,2210,Auto,Activa,46.98,2024-03-21,2025-04-21
4534,2021,Auto,Pendiente,-161.99,2025-08-20,2026-03-08
4535,2950,Auto,Activa,-2098.11,2023-04-08,2024-04-24
4536,2172,Hogar,Activa,-1419.61,2022-09-25,2023-09-19
4537,490,Vida,Activa,344.52,2025-02-18,2026-03-11
4538,5473,Hogar,Expirada,1278.23,2021-11-09,2022-12-04
4539,4035,Salud,Activa,360.97,2024-09-24,2025-09-27
4540,2907,Hogar,Activa,254.57,2023-09-22,2024-08-07
4541,8311,Auto,Activa,2381.0,2022-07-01,2023-04-05
4542,9824,Auto,Pendiente,-139.6,2023-10-25,2024-09-26
4543,1080,Auto,Activa,-1719.69,2024-12-07,2025-08-05
4544,8677,Salud,Activa,-218.91,2023-10-25,2024-08-09
4545,1929,Hogar,Pendiente,-554.45,2022-05-16,2023-06-13
4546,10746,Salud,Activa,1543.41,2024-01-23,2025-02-25
4547,11713,Auto,Activa,1417.25,2024-06-21,2025-04-21
4548,6225,Vida,Pendiente,90.59,2024-10-26,2025-07-08
4549,3944,Hogar,Cancelada,362.93,2024-10-09,2025-10-24
4550,2414,Auto,Activa,733.31,2025-02-09,2026-03-12
4551,6352,Auto,Cancelada,1019.68,2022-06-04,2023-05-08
4552,969,Auto,Activa,290.0,2023-11-01,2024-10-09
4553,2969,Vida,Activa,418.46,2023-06-21,2024-07-09
4554,3120,Hogar,Activa,292.68,2024-03-31,2025-01-23
4555,3984,Hogar,Expirada,-241.96,2023-03-16,2024-03-04
4556,10011,Vida,Activa,864.99,2024-09-03,2025-06-04
4557,8966,Auto,Activa,499.02,2023-12-22,2024-10-16
4558,7783,Auto,Pendiente,-628.43,2025-07-24,2026-07-16
4559,5253,Hogar,Pendiente,802.43,2024-03-07,2025-01-31
4560,8186,Hogar,Pendiente,0.79,2023-12-07,2024-11-22
4561,11044,Auto,Activa,1169.2,2022-01-26,2022-08-18
4562,1496,Hogar,Activa,543.83,2024-11-12,2025-06-12
4563,9203,Auto,Pendiente,100.17,2024-03-05,2024-11-02
4564,6763,Auto,Activa,-1809.78,2024-04-14,2025-03-29
4565,9511,Salud,Expirada,-1422.34,2022-12-22,2023-08-12
4566,8998,Hogar,Pendiente,3065.12,2025-05-24,2026-03-06
4567,5848,Auto,Expirada,156.73,2025-06-27,2026-07-03
4568,2386,Auto,Activa,732.83,2022-06-26,2023-06-02
4569,4036,Hogar,Cancelada,553.73,2024-12-10,2025-07-13
4570,10006,Salud,Activa,2249.55,2025-07-25,2026-07-26
4571,6597,Vida,Activa,571.02,2024-07-23,2025-07-27
4572,10851,Salud,Expirada,382.73,2023-08-18,2024-07-26
4573,11374,Auto,Pendiente,1126.21,2025-04-16,2025-11-07
4574,11053,Auto,Activa,152.16,2023-07-13,2024-02-06
4575,646,Auto,Activa,-1869.27,2021-11-29,2022-12-12
4576,1604,Auto,Activa,-798.34,2022-10-24,2023-06-08
4577,4599,Viaje,Pendiente,1547.71,2023-07-23,2024-08-19
4578,1377,Auto,Expirada,134.22,2023-08-14,2024-07-03
4579,10227,Auto,Activa,942.25,2025-04-06,2026-02-06
4580,10085,Hogar,Expirada,-1608.8,2024-05-29,2025-06-10
4581,2221,Vida,Activa,1117.26,2024-02-11,2024-11-19
4582,226,Auto,Activa,1092.67,2021-12-12,2022-10-30
4583,4970,Auto,Activa,920.82,2025-03-02,2025-12-30
4584,3279,Vida,Cancelada,957.81,2024-07-09,2025-06-28
4585,305,Salud,Activa,-1678.23,2022-08-12,2023-05-14
4586,11956,Vida,Activa,1071.65,2025-02-14,2026-02-17
4587,11092,Vida,Pendiente,-2622.83,2023-10-16,2024-05-23
4588,3258,Vida,Activa,-317.04,2023-09-01,2024-09-15
4589,6031,Vida,Activa,-500.05,2024-09-17,2025-06-08
4590,10225,Vida,Activa,110.04,2025-07-15,2026-06-24
4591,11210,Auto,Pendiente,-1612.11,2023-02-12,2024-02-19
4592,11589,Auto,Activa,-1636.09,2022-12-09,2023-07-09
4593,6715,Auto,Activa,540.09,2024-02-12,2025-01-31
4594,3242,Hogar,Activa,425.75,2022-07-19,2023-03-08
4595,10381,Auto,Expirada,502.66,2024-07-17,2025-02-04
4596,836,Auto,Expirada,-759.72,2025-08-30,2026-04-20
4597,11636,Auto,Expirada,-56.57,2025-02-02,2025-12-11
4598,3860,Auto,Pendiente,-472.0,2024-05-14,2025-01-21
4599,7973,Hogar,Pendiente,-1032.26,2025-04-26,2025-11-22
4600,6223,Auto,Expirada,-394.09,2025-03-26,2025-11-01
4601,7218,Vida,Cancelada,-285.6,2023-01-11,2023-08-17
4602,2723,Viaje,Expirada,-933.11,2022-08-26,2023-08-11
4603,10591,Hogar,Pendiente,1107.69,2024-10-03,2025-06-09
4604,3151,Hogar,Expirada,1025.36,2023-05-07,2024-02-05
4605,10383,Auto,Expirada,1497.24,2022-01-04,2023-01-23
4606,11292,Vida,Activa,477.48,2022-01-20,2022-09-24
4607,7530,Salud,Activa,1047.62,2023-11-12,2024-10-23
4608,9180,Auto,Pendiente,753.51,2024-05-18,2025-02-19
4609,4364,Viaje,Pendiente,164.22,2025-05-07,2026-06-09
4610,10092,Auto,Activa,483.59,2023-07-05,2024-05-11
4611,8921,Auto,Activa,721.82,2025-03-23,2025-12-21
4612,9342,Salud,Activa,597.09,2022-04-02,2022-11-17
4613,5408,Hogar,Activa,193.77,2023-08-27,2024-06-29
4614,9573,Auto,Pendiente,955.97,2023-04-29,2024-03-05
4615,11167,Vida,Expirada,177.0,2022-10-07,2023-06-28
4616,8936,Hogar,Expirada,927.47,2023-11-06,2024-10-05
4617,8013,Vida,Cancelada,-942.48,2023-12-04,2024-06-24
4618,6109,Auto,Expirada,1425.21,2025-07-08,2026-03-17
4619,8501,Salud,Activa,-766.66,2025-02-19,2025-11-21
4620,10012,Vida,Pendiente,-744.64,2023-10-20,2024-08-22
4621,5453,Viaje,Activa,1563.3,2024-09-16,2025-06-18
4622,7786,Hogar,Activa,-331.29,2024-01-19,2025-02-18
4623,11684,Hogar,Pendiente,127.59,2022-11-26,2023-09-21
4624,8310,Vida,Activa,213.56,2022-05-29,2023-01-28
4625,4563,Auto,Cancelada,645.94,2022-12-31,2023-10-21
4626,7731,Auto,Expirada,2420.51,2023-11-26,2024-07-30
4627,465,Auto,Activa,-186.24,2022-04-07,2023-03-31
4628,4649,Salud,Expirada,783.94,2023-08-08,2024-06-14
4629,9525,Auto,Expirada,-479.41,2023-01-15,2023-08-30
4630,7408,Viaje,Activa,-562.71,2024-03-19,2024-11-21
4631,5435,Auto,Activa,-105.46,2022-02-02,2023-02-11
4632,6506,Hogar,Expirada,323.92,2024-04-22,2025-02-28
4633,1983,Hogar,Pendiente,-1930.96,2022-04-16,2022-12-01
4634,8270,Vida,Activa,94.72,2023-06-22,2024-04-13
4635,6735,Viaje,Activa,391.93,2022-08-20,2023-08-28
4636,11935,Hogar,Activa,-1180.83,2024-09-15,2025-09-07
4637,3028,Auto,Expirada,-331.77,2023-08-21,2024-06-12
4638,10243,Auto,Pendiente,950.14,2024-04-16,2024-12-27
4639,4391,Auto,Cancelada,391.32,2023-03-27,2023-10-18
4640,11432,Auto,Activa,-800.69,2021-11-27,2022-08-11
4641,1950,Auto,Expirada,501.8,2025-06-13,2026-01-16
4642,3016,Salud,Activa,1731.13,2025-05-16,2026-03-19
4643,2965,Vida,Cancelada,-1779.12,2024-09-25,2025-05-12
4644,2368,Hogar,Activa,1245.86,2023-10-26,2024-07-17
4645,11187,Auto,Activa,672.44,2025-03-25,2026-03-09
4646,10268,Auto,Activa,-811.81,2022-07-21,2023-06-21
4647,4788,Auto,Activa,794.29,2023-04-10,2024-04-25
4648,2941,Auto,Activa,696.66,2024-05-25,2025-06-14
4649,10839,Auto,Activa,520.57,2022-07-25,2023-03-17
4650,2440,Auto,Expirada,-382.27,2023-04-12,2024-03-31
4651,1609,Vida,Activa,-350.51,2021-12-20,2022-11-10
4652,677,Vida,Expirada,-516.21,2022-03-27,2022-11-11
4653,718,Auto,Activa,689.74,2023-06-20,2024-03-01
4654,9012,Auto,Pendiente,1369.21,2024-05-24,2024-12-31
4655,8183,Auto,Expirada,682.06,2022-02-16,2022-12-07
4656,10986,Hogar,Activa,-356.17,2023-04-19,2024-05-20
4657,3988,Salud,Expirada,-1087.64,2023-08-19,2024-06-07
4658,7135,Hogar,Activa,529.02,2024-06-03,2025-05-06
4659,6668,Auto,Pendiente,-202.71,2023-11-04,2024-12-05
4660,5587,Auto,Activa,-1542.93,2024-01-26,2024-09-26
4661,2532,Auto,Expirada,-64.62,2022-01-29,2022-08-18
4662,4696,Vida,Activa,-687.82,2023-11-10,2024-11-14
4663,3976,Auto,Activa,-362.13,2024-06-21,2025-05-14
4664,5718,Salud,Activa,1396.63,2023-12-25,2024-12-16
4665,7452,Auto,Activa,649.33,2022-06-02,2023-05-17
4666,9436,Vida,Activa,1360.03,2022-09-13,2023-05-09
4667,9620,Hogar,Expirada,993.07,2022-01-16,2022-11-24
4668,6551,Vida,Activa,-117.14,2023-11-06,2024-07-29
4669,1051,Hogar,Activa,1753.13,2024-08-30,2025-07-01
4670,7878,Auto,Activa,-311.87,2022-01-04,2022-12-01
4671,9206,Vida,Activa,-770.33,2021-11-26,2022-10-06
4672,3954,Auto,Cancelada,-547.67,2024-01-16,2024-12-08
4673,978,Hogar,Activa,1143.93,2022-01-31,2023-02-23
4674,698,Auto,Expirada,-44.39,2022-08-26,2023-04-18
4675,485,Auto,Activa,-1103.37,2022-09-25,2023-09-19
4676,5920,Hogar,Activa,-805.34,2025-01-08,2025-11-15
4677,8419,Hogar,Activa,957.83,2025-06-06,2026-02-20
4678,11438,Auto,Activa,612.51,2025-01-01,2025-12-26
4679,5209,Hogar,Activa,1094.65,2023-02-15,2023-11-04
4680,8969,Auto,Expirada,89.41,2025-04-28,2026-02-17
4681,10177,Vida,Cancelada,226.82,2024-12-12,2025-12-18
4682,3666,Hogar,Cancelada,-732.5,2024-04-12,2024-12-06
4683,3580,Auto,Expirada,1052.56,2021-11-22,2022-08-31
4684,9381,Hogar,Activa,44.49,2022-06-01,2023-05-21
4685,7115,Hogar,Activa,-1140.31,2022-09-13,2023-05-15
4686,3323,Salud,Activa,-1423.41,2025-02-03,2025-08-27
4687,7446,Hogar,Cancelada,712.86,2023-11-10,2024-08-01
4688,7149,Vida,Expirada,-675.84,2023-02-02,2023-11-07
4689,2125,Vida,Pendiente,355.04,2022-10-19,2023-05-18
4690,11819,Vida,Activa,341.32,2022-07-28,2023-05-15
4691,6829,Vida,Activa,126.85,2025-05-08,2026-05-25
4692,7133,Auto,Activa,312.14,2023-08-27,2024-09-16
4693,11871,Salud,Pendiente,572.68,2024-04-04,2025-01-08
4694,11298,Vida,Activa,-1234.11,2025-06-22,2026-02-02
4695,3436,Auto,Cancelada,-1313.61,2024-11-10,2025-06-29
4696,2414,Hogar,Activa,-1068.57,2022-07-24,2023-07-31
4697,1595,Hogar,Activa,-857.25,2025-01-14,2025-11-28
4698,9470,Auto,Cancelada,746.06,2025-02-17,2026-02-17
4699,10988,Hogar,Activa,-1029.13,2022-12-31,2024-01-05
4700,1235,Salud,Activa,241.47,2024-06-19,2025-07-23
4701,11448,Salud,Activa,-186.33,2023-01-05,2024-01-30
4702,2128,Auto,Pendiente,-86.0,2022-03-25,2022-11-12
4703,4302,Hogar,Activa,320.95,2024-02-29,2024-11-30
4704,1322,Hogar,Pendiente,498.82,2021-10-30,2022-08-27
4705,2756,Vida,Activa,665.7,2022-03-14,2022-10-22
4706,5776,Vida,Cancelada,304.0,2024-10-11,2025-09-04
4707,152,Vida,Activa,-745.85,2023-06-06,2024-06-10
4708,5921,Hogar,Activa,1550.98,2024-09-04,2025-08-08
4709,11306,Salud,Cancelada,161.41,2024-04-08,2025-02-28
4710,1618,Hogar,Expirada,2561.69,2024-07-13,2025-07-30
4711,11609,Auto,Expirada,584.68,2023-04-25,2023-11-13
4712,1120,Hogar,Cancelada,183.48,2025-09-03,2026-04-16
4713,4333,Auto,Pendiente,-163.56,2024-05-30,2025-02-12
4714,9577,Hogar,Activa,842.96,2024-06-03,2025-05-04
4715,8080,Vida,Pendiente,-1058.19,2022-04-26,2023-01-18
4716,6822,Vida,Activa,-873.58,2022-04-26,2022-12-07
4717,2937,Hogar,Activa,-2060.23,2024-07-22,2025-05-23
4718,9858,Vida,Activa,-349.64,2024-10-07,2025-05-31
4719,3202,Auto,Pendiente,-550.49,2022-07-23,2023-07-11
4720,2358,Salud,Pendiente,-185.51,2024-04-01,2024-12-03
4721,2573,Vida,Pendiente,-393.91,2025-06-01,2026-03-08
4722,8202,Salud,Cancelada,928.58,2023-02-03,2023-12-08
4723,3570,Auto,Activa,1264.22,2023-08-09,2024-06-15
4724,3485,Auto,Cancelada,-1534.95,2025-08-24,2026-09-05
4725,7668,Auto,Activa,280.73,2022-12-07,2023-07-19
4726,4773,Salud,Activa,443.58,2021-12-25,2022-08-12
4727,3996,Vida,Activa,-638.96,2022-11-13,2023-11-21
4728,8807,Auto,Pendiente,361.22,2022-02-07,2022-11-10
4729,1819,Hogar,Pendiente,-1310.97,2022-04-09,2023-02-01
4730,3263,Hogar,Activa,846.51,2024-02-14,2024-09-13
4731,1,Vida,Pendiente,-1302.24,2022-06-23,2023-05-17
4732,629,Auto,Activa,1232.88,2024-03-02,2024-10-15
4733,4327,Auto,Activa,-1630.96,2023-10-12,2024-05-12
4734,8707,Hogar,Pendiente,532.83,2024-05-13,2025-06-08
4735,7180,Hogar,Pendiente,1370.0,2025-08-31,2026-09-13
4736,2750,Auto,Activa,-1436.7,2022-03-20,2023-03-02
4737,11290,Vida,Pendiente,-48.13,2022-12-07,2023-06-29
4738,765,Auto,Activa,2116.38,2023-08-31,2024-10-02
4739,5523,Vida,Expirada,-872.9,2025-09-15,2026-04-06
4740,4600,Vida,Activa,163.79,2023-05-02,2024-04-18
4741,1634,Viaje,Expirada,-281.36,2024-04-28,2024-11-25
4742,662,Auto,Pendiente,-364.44,2023-04-19,2024-04-24
4743,5029,Salud,Expirada,-2384.31,2022-03-22,2023-01-29
4744,7967,Vida,Activa,1039.52,2022-03-01,2023-03-08
4745,5095,Salud,Activa,-1138.05,2024-08-05,2025-07-22
4746,3869,Auto,Pendiente,368.41,2022-06-07,2023-01-17
4747,284,Auto,Activa,191.58,2021-12-06,2022-09-11
4748,4082,Auto,Activa,472.1,2025-04-04,2026-04-02
4749,6693,Auto,Activa,-221.7,2022-08-13,2023-05-04
4750,9781,Salud,Pendiente,-822.21,2025-04-30,2026-05-08
4751,1468,Hogar,Activa,-1008.84,2022-10-18,2023-06-02
4752,8899,Vida,Cancelada,599.71,2024-03-17,2024-12-20
4753,10488,Hogar,Expirada,540.55,2025-04-10,2026-01-29
4754,8535,Hogar,Activa,1151.25,2025-09-01,2026-04-06
4755,9945,Hogar,Activa,-760.62,2025-01-01,2025-10-26
4756,2810,Hogar,Pendiente,-816.26,2022-01-25,2022-12-06
4757,3566,Auto,Pendiente,-1439.99,2023-05-18,2024-03-14
4758,2518,Vida,Activa,-131.78,2024-05-18,2025-04-01
4759,6053,Auto,Pendiente,636.52,2023-06-14,2024-04-19
4760,3621,Vida,Pendiente,971.08,2023-08-27,2024-07-13
4761,2223,Vida,Activa,91.41,2024-09-15,2025-04-15
4762,11917,Auto,Activa,739.89,2023-08-28,2024-08-26
4763,9131,Auto,Activa,241.78,2024-07-24,2025-04-23
4764,9068,Hogar,Activa,-18.49,2024-04-12,2025-04-02
4765,9559,Auto,Activa,-743.58,2022-11-23,2023-07-09
4766,10786,Auto,Activa,1967.97,2022-06-21,2023-02-08
4767,6483,Auto,Activa,-1512.09,2022-09-26,2023-07-30
4768,3016,Auto,Activa,-549.92,2024-04-03,2025-03-25
4769,446,Auto,Activa,-194.9,2023-01-18,2023-08-07
4770,9161,Auto,Activa,-1104.03,2025-05-01,2026-05-29
4771,9241,Salud,Activa,-871.94,2022-08-14,2023-03-12
4772,3377,Vida,Expirada,-1188.64,2024-03-09,2025-01-11
4773,3852,Hogar,Expirada,602.44,2024-09-08,2025-05-09
4774,8229,Auto,Activa,-106.96,2022-09-12,2023-08-25
4775,8219,Vida,Pendiente,2150.9,2024-11-18,2025-10-29
4776,2579,Auto,Activa,556.24,2023-11-12,2024-08-24
4777,3110,Auto,Activa,258.81,2023-05-02,2024-05-11
4778,2739,Auto,Activa,-183.75,2025-07-23,2026-07-09
4779,1605,Vida,Cancelada,1044.49,2025-06-24,2026-07-23
4780,10527,Vida,Activa,-1885.2,2024-09-09,2025-06-09
4781,239,Hogar,Cancelada,1071.9,2024-12-26,2025-11-05
4782,3851,Auto,Activa,-465.72,2025-07-31,2026-05-24
4783,1482,Auto,Activa,-1983.62,2023-01-13,2023-10-29
4784,1932,Vida,Activa,-1169.02,2025-08-02,2026-05-28
4785,5319,Hogar,Expirada,1321.42,2022-06-29,2023-05-16
4786,10855,Hogar,Activa,236.9,2024-01-26,2025-02-04
4787,9976,Vida,Activa,2307.82,2023-12-12,2024-09-16
4788,16,Auto,Cancelada,-681.36,2023-02-02,2024-01-08
4789,8725,Auto,Expirada,-10.41,2023-06-14,2024-07-07
4790,4652,Salud,Activa,-112.45,2022-11-05,2023-07-04
4791,3282,Vida,Cancelada,-1552.05,2023-10-31,2024-09-12
4792,1638,Viaje,Pendiente,-102.92,2024-11-15,2025-10-25
4793,10469,Salud,Expirada,240.49,2023-11-08,2024-06-26
4794,6170,Auto,Activa,-202.58,2022-11-03,2023-07-21
4795,11948,Auto,Activa,1573.44,2023-02-13,2023-10-01
4796,4328,Auto,Pendiente,-545.51,2024-06-26,2025-05-06
4797,4512,Vida,Expirada,-66.05,2024-02-26,2024-10-20
4798,7591,Hogar,Activa,-1497.81,2024-06-29,2025-07-08
4799,9386,Auto,Expirada,-771.73,2025-02-14,2025-12-15
4800,8010,Viaje,Expirada,-1854.21,2023-03-13,2023-12-20
4801,8961,Vida,Activa,23.59,2022-01-16,2023-02-14
4802,8241,Salud,Activa,458.58,2024-12-09,2025-09-23
4803,11521,Auto,Expirada,678.54,2022-11-07,2023-07-05
4804,4644,Hogar,Activa,118.8,2021-11-09,2022-09-03
4805,10263,Viaje,Activa,-27.06,2025-04-15,2026-02-17
4806,696,Auto,Activa,-215.7,2024-12-03,2025-12-03
4807,6332,Hogar,Expirada,-128.69,2022-07-30,2023-05-06
4808,1728,Hogar,Activa,-1311.57,2025-07-14,2026-02-09
4809,3695,Auto,Activa,-6.44,2023-09-21,2024-07-16
4810,7219,Auto,Activa,-926.17,2023-11-01,2024-06-03
4811,4103,Auto,Pendiente,-27.91,2025-03-05,2025-11-01
4812,1782,Auto,Activa,-1126.05,2022-05-25,2023-05-29
4813,9018,Auto,Activa,997.62,2024-09-21,2025-09-05
4814,477,Hogar,Expirada,1718.22,2025-03-09,2025-10-29
4815,9873,Auto,Activa,-1103.66,2022-02-25,2022-12-07
4816,2965,Hogar,Activa,-770.88,2023-09-30,2024-08-08
4817,5622,Vida,Expirada,-604.46,2024-04-05,2025-03-14
4818,11596,Auto,Activa,-47.01,2022-09-07,2023-07-03
4819,11700,Viaje,Activa,1141.73,2025-04-11,2025-11-04
4820,378,Hogar,Activa,-1593.52,2022-02-17,2022-10-02
4821,4059,Hogar,Cancelada,-101.97,2023-07-09,2024-04-18
4822,10241,Hogar,Activa,1630.72,2022-06-28,2023-05-22
4823,397,Auto,Expirada,-1433.03,2023-05-03,2024-01-26
4824,5435,Vida,Activa,1379.44,2022-01-05,2022-07-30
4825,8831,Auto,Activa,-863.02,2025-05-24,2026-01-11
4826,6749,Salud,Expirada,-1235.13,2023-03-21,2024-01-04
4827,9138,Salud,Activa,1766.59,2023-04-25,2024-01-27
4828,4410,Hogar,Activa,1495.94,2022-08-28,2023-04-14
4829,2728,Vida,Activa,-2069.26,2022-06-27,2023-01-28
4830,4041,Vida,Activa,1315.08,2023-08-15,2024-03-27
4831,7012,Hogar,Activa,744.29,2023-09-13,2024-08-23
4832,2405,Auto,Cancelada,714.34,2024-06-10,2025-06-22
4833,152,Auto,Activa,-702.33,2024-05-23,2025-02-04
4834,8914,Salud,Expirada,643.0,2022-06-08,2023-04-08
4835,10036,Vida,Cancelada,835.4,2022-12-30,2023-12-11
4836,3252,Salud,Activa,-135.31,2025-06-24,2026-05-15
4837,1613,Salud,Activa,1863.28,2025-05-24,2026-01-23
4838,6049,Hogar,Pendiente,-2545.2,2024-08-06,2025-05-21
4839,4277,Hogar,Activa,135.54,2024-07-05,2025-07-25
4840,3724,Hogar,Activa,-690.3,2023-02-11,2023-12-13
4841,4885,Hogar,Pendiente,1127.6,2024-09-08,2025-07-09
4842,5407,Salud,Expirada,855.72,2025-02-08,2025-11-20
4843,6688,Auto,Activa,-542.54,2024-10-20,2025-09-21
4844,8687,Auto,Pendiente,359.12,2023-12-27,2024-08-02
4845,7401,Auto,Pendiente,-1569.36,2022-11-11,2023-06-28
4846,7266,Vida,Cancelada,1178.99,2024-10-02,2025-10-25
4847,3853,Salud,Pendiente,-1725.92,2023-10-18,2024-05-22
4848,10013,Vida,Activa,-238.71,2022-06-05,2023-02-01
4849,5854,Hogar,Activa,-744.66,2023-06-29,2024-03-22
4850,4855,Salud,Activa,1296.0,2024-03-10,2025-04-10
4851,7812,Auto,Pendiente,-702.74,2024-11-14,2025-11-18
4852,1131,Hogar,Pendiente,1585.96,2023-10-11,2024-06-16
4853,9807,Auto,Activa,1217.81,2025-01-21,2025-11-28
4854,8523,Auto,Pendiente,-2158.66,2024-10-27,2025-10-09
4855,5663,Auto,Pendiente,2093.23,2023-11-21,2024-08-13
4856,6206,Auto,Activa,-1320.65,2024-04-27,2025-04-12
4857,11036,Auto,Expirada,-124.32,2025-07-30,2026-03-17
4858,5414,Auto,Activa,778.25,2022-11-02,2023-05-22
